종목명,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,조회일자,종목명_전처리,종목코드_x,매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),시가총액,시가총액순위,상장주식수,액면가l매매단위,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견l목표주가,52주최고l최저,PERlEPS(2023.03),추정PERlEPS,PBRlBPS (2023.03),배당수익률,동일업종 PER,동일업종 등락률,종목코드_y,배당수익률l2022.12,PERlEPS(2022.12),PBRlBPS (2022.12),PERlEPS(2023.06),PBRlBPS (2023.06),PERlEPS(2023.05),PBRlBPS (2023.05),배당수익률l2022.11
옵투스제약 *,5030.0,20.0,-0.40%,4995.0,5040.0,30931.0,155.0,26355.0,23-08-21,옵투스제약,131030,4175.0,,,,,,,,,,,,,,,,1조  759  억원,코스피 212위,12568464,"2,500원  l  1주",12568464,1077249,8.57%,"4.00매수  l  104,500","89,700  l  69,700",,"10.00배  l  8,183원",,,88.07배,-0.14%,185750,1.11%,,,"9.04배  l  9,472원","1.52배  l  56,497원",,,
바이넥스 *,9070.0,40.0,-0.44%,9080.0,9090.0,132806.0,1212.0,221836.0,23-08-21,바이넥스,053030,,,,,,,,,,,,,,,,,711  억원,코스닥 1098위,7929338,500원  l  1주,7929338,26939,0.34%,N/A  l  N/A,"19,050  l  8,500",16.22배  l  553원,N/A  l  N/A,"1.11배  l  8,050원",,88.07배,-0.14%,318010,1.12%,,,,,,,
보령,8860.0,40.0,-0.45%,8850.0,8880.0,128323.0,1145.0,160106.0,23-08-21,보령,003850,,,,,,,,,,,,,,,,,"1,797  억원",코스피 653위,15973355,500원  l  1주,15973355,1563770,9.79%,N/A  l  N/A,"18,650  l  9,100",,N/A  l  N/A,,,88.07배,-0.14%,002620,0.44%,,,"N/A  l  -3,875원","0.50배  l  22,658원",,,
삼아제약 *,17440.0,80.0,-0.46%,17410.0,17480.0,16365.0,285.0,19123.0,23-08-21,삼아제약,009300,,,,,,,,,,,,,,,,,"1,059  억원",코스닥 807위,14669958,500원  l  1주,14669958,71035,0.48%,N/A  l  N/A,"9,800  l  6,130",N/A  l  -139원,N/A  l  N/A,"3.77배  l  1,915원",,88.07배,-0.21%,153710,,,,,,,,
압타바이오 *,10140.0,50.0,-0.49%,10140.0,10150.0,204480.0,2086.0,369438.0,23-08-21,압타바이오,293780,,,,,,,,,,,,,,,,,"1,309  억원",코스닥 652위,87826844,100원  l  1주,87826844,1060588,1.21%,N/A  l  N/A,"2,440  l  1,315",,N/A  l  N/A,,,88.07배,-0.08%,074430,,,,N/A  l  -115원,2.48배  l  601원,,,
티움바이오 *,7250.0,40.0,-0.55%,7240.0,7260.0,40314.0,293.0,32722.0,23-08-21,티움바이오,321550,1868.0,177.0,116.0,9.49,6.21,,,,,,,,,,,,1조  242  억원,코스피 220위,22835036,"2,500원  l  1주",22835036,1818087,7.96%,"4.00매수  l  40,667","52,500  l  16,267","28.81배  l  1,557원","18.00배  l  2,470원","4.36배  l  10,285원",,88.07배,-0.08%,001060,0.81%,,,,,,,
HLB사이언스,1964.0,11.0,-0.56%,1887.0,1961.0,2297.0,4400.0,2506.0,23-08-21,HLB사이언스,343090,1868.0,177.0,116.0,9.49,6.21,,,,,,,,,,,,117  억원,코스피 1600위,335325,"2,500원  l  1주",335325,67,0.02%,"4.00매수  l  40,667","35,900  l  28,070","22.48배  l  1,557원","14.00배  l  2,470원","3.40배  l  10,285원",,88.07배,-0.08%,001065,1.13%,,,,,,,
더블유에스아이 *,1908.0,11.0,-0.57%,1902.0,1903.0,35827.0,68.0,64439.0,23-08-21,더블유에스아이,299170,,,,,,,,,,,,,,,,,"1,807  억원",코스피 644위,13763533,500원  l  1주,13763533,226829,1.65%,N/A  l  N/A,"18,400  l  12,490",,N/A  l  N/A,,,88.07배,-0.14%,002390,3.05%,,,123.87배  l  106원,"0.50배  l  26,365원",,,
아이큐어 *,2535.0,15.0,-0.59%,2535.0,2550.0,88063.0,224.0,145548.0,23-08-21,아이큐어,175250,,,,,,,,,,,,,,,,,528  억원,코스닥 1280위,35437396,500원  l  1주,35437396,963050,2.72%,N/A  l  N/A,"3,505  l  1,349",N/A  l  -121원,N/A  l  N/A,"0.51배  l  2,939원",,88.07배,-0.14%,053950,,,,,,,,
비씨월드제약 *,6500.0,50.0,-0.76%,6530.0,6550.0,8218.0,54.0,22359.0,23-08-21,비씨월드제약,200780,,,,,,,,,,,,,,,,,"1,491  억원",코스닥 593위,32474435,500원  l  1주,32474435,761911,2.35%,N/A  l  N/A,"6,080  l  3,700",25.08배  l  183원,N/A  l  N/A,"1.07배  l  4,308원",,88.07배,-0.08%,066700,,,,,,,,
JW생명과학,14280.0,110.0,-0.76%,14270.0,14290.0,37112.0,533.0,37496.0,23-08-21,JW생명과학,234080,326.0,16.0,14.0,4.78,4.39,,,,,6.0,4057.36,,,,,,"1조  2,041  억원",코스피 198위,52240638,500원  l  1주,52240638,3299255,6.32%,"4.00매수  l  31,125","25,450  l  12,450",,366.00배  l  63원,,,88.07배,-0.08%,009420,,,,185.89배  l  124원,"6.59배  l  3,497원",,,
종근당,85600.0,700.0,-0.81%,85700.0,85800.0,15020.0,1289.0,39931.0,23-08-21,종근당,185750,,,,,,,,,,,,,,,,,653  억원,코스닥 1147위,9200224,500원  l  1주,9200224,99605,1.08%,N/A  l  N/A,"12,600  l  5,480",N/A  l  -46원,N/A  l  N/A,"0.66배  l  10,690원",,88.07배,-0.14%,270870,3.52%,,,,,,,
팜스빌 *,8970.0,80.0,-0.88%,8910.0,8960.0,1690.0,15.0,13806.0,23-08-21,팜스빌,318010,,,,,,,,,,,,,,,,,450  억원,코스닥 1372위,38979220,100원  l  1주,38979220,1145098,2.94%,N/A  l  N/A,"1,565  l  947",82.50배  l  14원,N/A  l  N/A,1.26배  l  914원,,88.07배,-0.14%,353190,,,,,,,,
제일파마홀딩스,11180.0,100.0,-0.89%,11180.0,11190.0,8755.0,98.0,5483.0,23-08-21,제일파마홀딩스,002620,,,,,,,,,,,,,,,,,"6,215  억원",코스피 295위,253668855,500원  l  1주,253668855,38925213,15.34%,N/A  l  N/A,"4,450  l  1,013",N/A  l  -611원,N/A  l  N/A,3.24배  l  756원,,88.07배,-0.08%,007460,,,,,,,,
옵티팜 *,7120.0,70.0,-0.97%,7110.0,7120.0,18400.0,131.0,83935.0,23-08-21,옵티팜,153710,,,,,,,,,,,,,,,,,961  억원,코스피 876위,9603921,500원  l  1주,9603921,375101,3.91%,N/A  l  N/A,"10,890  l  7,150","N/A  l  -1,121원",N/A  l  N/A,"0.31배  l  32,139원",,88.07배,-0.14%,044820,,,,,,,,
아미노로직스 *,1488.0,16.0,-1.06%,1500.0,1501.0,140103.0,209.0,103877.0,23-08-21,아미노로직스,074430,,,,,,,,,,,,,,,,,"1,237  억원",코스피 791위,5485962,"2,500원  l  1주",5485962,83072,1.51%,N/A  l  N/A,"31,200  l  20,100",,N/A  l  N/A,,,88.07배,-0.08%,063160,,,,"N/A  l  -3,688원","0.90배  l  25,172원",,,
JW중외제약,44900.0,500.0,-1.10%,44800.0,44850.0,446302.0,20080.0,1687991.0,23-08-21,JW중외제약,001060,556.0,50.0,,8.99,,,,,,,,,,,,,"2,732  억원",코스피 511위,18600070,500원  l  1주,18600070,2003093,10.77%,"4.00매수  l  21,000","18,150  l  12,410",,N/A  l  N/A,,,88.07배,-0.14%,016580,2.04%,,,"10.55배  l  1,392원","0.65배  l  22,568원",,,
JW중외제약우,35000.0,400.0,-1.13%,34650.0,34950.0,210.0,7.0,1156.0,23-08-21,JW중외제약우,001065,,,,,,,,,,,,,,,,,"2,383  억원",코스닥 358위,10688325,"1,000원  l  1주",10688325,95549,0.89%,"4.00매수  l  44,000","30,000  l  10,400",,N/A  l  N/A,,,88.07배,-0.14%,397030,,N/A  l  -915원,"3.53배  l  6,311원",,,,,
한독,13140.0,150.0,-1.13%,13140.0,13150.0,9855.0,130.0,12876.0,23-08-21,한독,002390,,,,,,,,,,,,,,,,,"2조  8,400  억원",코스닥 10위,39609168,500원  l  1주,39609168,2495318,6.30%,N/A  l  N/A,"101,200  l  56,200",100.00배  l  717원,N/A  l  N/A,"7.87배  l  9,115원",,88.07배,-0.14%,068760,,,,,,,,
경남제약 *,1487.0,17.0,-1.13%,1485.0,1487.0,69281.0,103.0,79999.0,23-08-21,경남제약,053950,,,,,,,,,,,,,,,,,844  억원,코스닥 964위,8666361,500원  l  1주,8666361,192382,2.22%,N/A  l  N/A,"20,700  l  8,700",,N/A  l  N/A,,,88.07배,-0.08%,314140,,16.26배  l  599원,"0.86배  l  11,381원",,,,,
테라젠이텍스 *,4600.0,55.0,-1.18%,4560.0,4565.0,527342.0,2409.0,5166227.0,23-08-21,테라젠이텍스,066700,,,,,,,,,,,,,,,,,"4,443  억원",코스피 367위,16244822,500원  l  1주,16244822,1038109,6.39%,N/A  l  N/A,"30,600  l  20,000","9.20배  l  2,972원",N/A  l  N/A,"1.16배  l  23,567원",,88.07배,-0.14%,033270,1.46%,,,,,,,
한올바이오파마,23000.0,300.0,-1.29%,23050.0,23100.0,172640.0,3978.0,643084.0,23-08-21,한올바이오파마,009420,,,,,,,,,,,,,,,,,271  억원,코스닥 1554위,197716999,0.05 USD  l  1주,197716999,10855452,5.49%,N/A  l  N/A,314  l  118,15.22배  l  9원,N/A  l  N/A,"0.05배  l  2,518원",,88.07배,-0.08%,900120,,,,,,,,
뉴트리 *,7100.0,100.0,-1.39%,7010.0,7060.0,10748.0,76.0,5771.0,23-08-21,뉴트리,270870,5253.0,546.0,507.0,10.39,9.65,,,,,262.0,275.96,,,,,,"10조  9,534  억원",코스닥 3위,164464724,"1,000원  l  1주",164464724,27592937,16.78%,"4.00매수  l  88,077","81,400  l  53,600",69.45배  l  959원,"66.00배  l  1,013원","5.27배  l  12,645원",,88.07배,-0.14%,091990,0.19%,,,,,,,
엔솔바이오사이언스,11320.0,170.0,-1.48%,11260.0,11330.0,18894.0,211005.0,3545.0,23-08-21,엔솔바이오사이언스,140610,,,,,,,,,,,,,,,,,808  억원,코스닥 999위,5927320,500원  l  1주,5927320,122068,2.06%,N/A  l  N/A,"14,980  l  9,480",,N/A  l  N/A,,,88.07배,-0.08%,223250,,,,19.68배  l  693원,"1.55배  l  8,810원",,,
프레스티지바이오파마,11130.0,170.0,-1.50%,11220.0,11230.0,89812.0,1001.0,93173.0,23-08-21,프레스티지바이오파마,950210,,,,,,,,,,,,,,,,,311  억원,코스닥 1527위,9140444,500원  l  1주,9140444,288464,3.16%,N/A  l  N/A,"5,030  l  3,130",9.66배  l  352원,N/A  l  N/A,"1.93배  l  1,760원",,88.07배,-0.08%,179530,,,,,,,,
휴럼 *,1155.0,18.0,-1.53%,1144.0,1149.0,141652.0,163.0,98179.0,23-08-21,휴럼,353190,,,,,,,,,,,,,,,,,33  억원,코스피 2060위,325560,"1,000원  l  1주",325560,403,0.12%,N/A  l  N/A,"17,800  l  9,150",,N/A  l  N/A,,,88.07배,-0.08%,000227,1.09%,,,N/A  l  -386원,"1.64배  l  6,118원",,,
에이프로젠,2435.0,40.0,-1.62%,2415.0,2420.0,7902734.0,18684.0,19007883.0,23-08-21,에이프로젠,007460,,,,,,,,,,,,,,,,,"1조  3,402  억원",코스닥 40위,23066794,500원  l  1주,23066794,1182395,5.13%,N/A  l  N/A,"107,300  l  26,100",304.19배  l  191원,N/A  l  N/A,"6.85배  l  8,480원",,88.07배,-0.08%,000250,,,,,,,,
코스맥스비티아이,10010.0,170.0,-1.67%,9930.0,9940.0,11492.0,114.0,17359.0,23-08-21,코스맥스비티아이,044820,6291.0,2101.0,1580.0,33.4,25.11,,,,,1153.0,130.49,,,,,,"21조  2,577  억원",코스피 15위,146402770,"1,000원  l  1주",146402770,29589485,20.21%,"4.00매수  l  211,250","196,508  l  139,500",,"34.00배  l  4,279원",,,88.07배,-0.08%,068270,0.25%,,,"38.72배  l  3,750원","4.85배  l  29,918원",,,
종근당바이오,22550.0,400.0,-1.74%,22650.0,22700.0,3368.0,76.0,6088.0,23-08-21,종근당바이오,063160,,,,,,,,,,,,,,,,,"2,734  억원",코스닥 307위,22102155,500원  l  1주,22102155,640284,2.90%,N/A  l  N/A,"14,970  l  6,120",N/A  l  -591원,N/A  l  N/A,"3.95배  l  3,135원",,88.07배,-0.08%,220100,,,,,,,,
환인제약,14710.0,270.0,-1.80%,14690.0,14700.0,355234.0,5454.0,66708.0,23-08-21,환인제약,016580,,,,,,,,,,,,,,,,,946  억원,코스닥 889위,51881094,500원  l  1주,51881094,0,0.00%,N/A  l  N/A,"2,495  l  235",5.58배  l  327원,N/A  l  N/A,"0.30배  l  6,064원",,88.07배,-0.14%,109960,,,,,,,,
에이프릴바이오 *,22350.0,450.0,-1.97%,21950.0,22050.0,214491.0,4817.0,330266.0,23-08-21,에이프릴바이오,397030,,,,,,,,,,,,,,,,,"8,993  억원",코스닥 70위,12647869,500원  l  1주,12647869,235547,1.86%,"4.00매수  l  97,715","90,000  l  19,297","N/A  l  -1,746원",N/A  l  N/A,"33.71배  l  2,109원",,88.07배,-0.14%,310210,,,,,,,,
셀트리온제약 *,71800.0,1500.0,-2.05%,71500.0,71600.0,336977.0,24397.0,1233417.0,23-08-21,셀트리온제약,068760,,,,,,,,,,,,,,,,,"1,017  억원",코스닥 817위,20061690,500원  l  1주,20061690,203906,1.02%,N/A  l  N/A,"13,000  l  4,150","N/A  l  -1,742원",N/A  l  N/A,"2.93배  l  1,728원",,88.07배,-0.08%,288330,,,,,,,,
